,Document,Page,Sentence
32,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,3, I received a note from IBS PLUS INC
33,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,3,in the which requested the advancement of the monitoring visit ordered by the Comil de Inspection Bodies
34,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,3, Since all the N0 Conformities had been corrected and They considered that they were prepared for the realization of the same
35,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,3," That 111ch of evaluating the aforementioned note sent by the IBS PLUS INC and the transcunido term from the visit of the technical body to the company and that process out to committee, the Technical Secretary of the National Accreditation Council, apmb Adelamarlc"
36,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,3," The Scoring Guidance That, according to the evaluation reports issued by the evaluation team dated 21 of September 2012 as part of the follow-up process carried out, could be verify the closure of non-conformities and the proper functioning of the Systems"
37,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,3, Gcsticm dc Calidad de ms PLUS INC
38,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,4," N0 27289-A Official Digital Gazette Friday May 17, 2013, 024-201, 2 Peg"
39,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,4,004-2012 e ] Commission of Accreditation of Production Agencies
40,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,4, I recommended to the Technical Secretariat of the National Council of Accreditation to grant the Accreditation as Inspection Agency under the requirements of the DGNTI- COPANIT-ISO ~ 1EC 170202003
41,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,4, It appears from the completion of the evaluation process that [ BS PLUS INC complies with the requirements established in the Technical Standard DGNTI- COPANtl-ISOIIEC 1702022003 and with the requirements established in 6 Manual dc
42,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,4, Quality of the National Accreditation Council RESOLVE 
43,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,4,"First, ACREDI'I'AR the facilities of the company lBS PLUS INC"
44,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,4,"Located in Panama, Panam District Ancbn Township La Boca, Avenue, Balboa Williamson Place Building 0764-F in [ 05 ] Following Inspection Services, Descripcitm a "
45,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,4,"Visual and Visual Vcri fi cation quantity prior to product expositions, non-traditional coming from the agropubic activity and agroindustrial "
46,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,4,"Service Class Fnm bnse Service, "
47,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,4,"P-Lns-09 Pre-shipment lnspcccxbn' Cefa GU18 Tcmca DGNTI /, COPANIT, 5-201, 1"
48,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,4,"Segregation Veri fi, cation and Cameo dc Mercancia "
49,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,4,Inspeccin of Carga Suelta P-INS-l 1 
50,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,4,"3 Vcri fi cation of the weight quantity, external condition and segregation dc 1 Reference, merchandise, Load, Inspection, "
51,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,4,"Centenarizada } INS, 13 "
52,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,4,"Second, This resolution will be valid for three years: THIRD WARNING the interested party that, against this resolution, the rccurso, of'reconsideration and appeal'"
53,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,4," Fourth, This resolution will begin to govern from your notice"
54,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,4," Law: 23 of July 15, I997 and Executive Decree # 55 of 6 dejulio dcl 2006 To notify and acomplish "
55,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,4,"Zsilez, Panama Republic of Panama, A National Accreditation Council, "
56,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,4,"Sq noufica ~', a loswmu do In ac __"
57,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,4,"Ahmed Mbrn, I CNA- Technical Secretary "
58,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,4,"isnindklo Dc C & n'nuwiu c INDUSTRSAS, 5 *5 _, a Mall"
59,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,4,"M, `` m Es copia Au 9'ca, su ovigma ``, a "
60,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,5,"Official Digital Gazette Friday May 17 2013 REPUBLIC OF PANAMA, NATIONAL SECRET OF ENERGEA RESOLUCICIN No"
61,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,5,"1440 [ From [ May 5 2013 ] Que factualiza Ins, Coslos dc Operacidn, dcl Terminal y cl Margcn dc"
62,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,5,"Cmnercialization of ] Termmal, an e Procedures for the Cell of the Pm-age of the Importance of 105 Liquid and Liquified Gas Productions, d1 Pelrlco `` SECRE'I'ARIO m ENERGY In use of your fawltadcs shawls CONSIDERING: "
63,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,5,"That clcle 1 of Law 43 of 25 November 1993 organizes the Smclam'a Naciona ] dc Emrgiu, like a mirage of Orgam Ejew fi vo"
64,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,5,"mom dc ] sector margin; 3, the udsdribc to ] Ministry of"
65,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,5,Presidency That e1 Lote 27 of Lay 43 do 201 ] Admired to 1n National Sewer of Bnergia 185 fundonas
66,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,5, ambudoncs y respwsahilidadcs quc cl Dccrclo dc Gabinclc 36 dc 1 dc septicmbre de 3903
67,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,5,"1'3, `` Signaba to the General Directorate of Hydrocarbons and Energies, Alternatives, [ 0, which include the resolution of 105 procces of parity tic imposition dc 105 deduced dcds Chr co Que d smfculo `` f3 dal Dccrom- dc Gabiunlc 36 tic 1 dc sopiicmhrc do 2003 seala quc la Secretarial Nacional dc Budgie"
68,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,5,"mahlocca fi c1 preuio do paridar ] 11c imporLacin de 105 Derivative products of Colombia in the Republic of Panama, which scrap wgcrjdo price a1 Cull Ins, cmprcsas iinpmadoms disu-ibuidoras de mmbusiihlw fwilcs ms dcrivadou ), 1 biocombusliblcs dcbcrn mmprar for the vents ( 11 CI lcrritorio aduancro dc the chlicica dc Pamm entrcgado in cargo of roads to be the Jamie maximum ClF cargadem de camiom In the Libra area of Combuslibla"
69,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,5," That in the aricles 79 and BU of the Decrcio de Gabinclc, 36 of 2003, so culablccc c1 promdimicmo para"
70,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,5,", 1 calculation dc import parity, price of Ins, products, liquidns and liquated gas, dn, 13, 24 6ch ( L"
71,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,5," ), and it seems that 105 of them are opmacibn"
72,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,5," Dd terminal 3, the margin of the memory will be fine every time or more to leave the quarter"
73,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,5," ( 30 ) of March 10 agreement 31 indicator prices to money maker determined by the General Committee of the 1st Rnpflica for the previous year, scg fln, its m an receive me post"
74,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,5," El pdmer, ajuslc dc Ins, eosms, jos, 95, har amz'ls, lardzr, cl lrcinm, (, 30"
75,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,5," ] dc mam, dd 2004 y asd suomivamcnlc That society Pctrloos Della 5"
76,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,5, Campaign and Panasonic Chevron
77,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,5, and Pcirolu'a Nacional S
78,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,5,A' request the Swami cam modiant notes
79,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,5, Quc 5e make adjustments: an
80,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,5," 103 coslos de opanaca'dn dcl terminal y c1, margcn dc wmm'Cializacin dc ] terminal ml 3 mm ) In disponc cl Decrcm dc Gabinc, 36 dc 2003"
81,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,5," Fourth, we will discuss this in chapters 9 and 80 of the Doctorate of Gabinctc 36 of 2003"
82,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,5," and upon request of the loaves 5 ham, nmar misar Io mstus dc opmacibn dc ] terminal 3, c1 margan dc mmarcializacin of the sheet ] in the pl'cadimicto for the Cicula dc parity price imporlaoi, fi, n of Ins, producioe iiquidas and dci, gas, licuadq de pcwieo ,'lornando cm consideraci, fi n 1 & 5 varimioncs of the indicator: d6 pl'ccios a1 consumitlor UPC }, issued by the Gamma Comptroller of the Republic correspondent Year 2012 qua 5 dc 53 % "
83,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,6," N0 27289-A g V, fi l- "
84,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,6,Official Digital Gazette Friday May 17 2013 mesolucln Nannie Facha [ 5 de mayo tie 2013 Paglna 2dr 2 Put consiguimlc the Smmria Naci anal dc Enmgia RES UELVE:
85,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,6,"Update more terminals of the terminal opus and the commercialization margm of the terminal in the proccdimicmo for 131 calculation of price cl import, parc of 105 produce liquid and do gas, filleted, dc pciec dc accerdo a1 indicator of prccius a1 to consume ( 1PC ) emilido par Ia, Cunlralorla Gmeml do 151 chlblic oormspondiantc a1 Year 2012"
86,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,6, Qua 08 do 5 $ 2
87,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,6, Fixed casts for the project plan of the importation parity Products
88,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,6, Quuidus sc calculm'an m base to the following
89,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,6," A ) Coslos dc Oparacin do In Terminal US $ 51 b, ) Margcn dc Cmncrcialimcin dc ] Terminal US $ 1 Ar fi soap, 3"
90,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,6,"Les 005105 fi juu for the price of the gas parity price, liquefied dc pcu fi lw ( L"
91,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,6,", ) 5c calculars'm en base A 10 siguicnic ) Castes dc Upwacibn do In Tcrmina ] U3 $ 3,56 b, ) Murgun dc Commuializacin dud Terminal US $ 239"
92,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,6,This Resolution will start from the date of its promulgation
93,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,6, Loy 43 do 25 de abril
94,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,6," Do 20 ] L, [ 3de dc Gabinctc 36 ch 1 dc scpliunhrc dc 2G0 COMUNlQUESE 1r CMP s, "
95,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,7,W N'PRE Sacrela'0 dc Energl 
96,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,7,", N0, 27289-A Official Digital Gazette Friday May 17, 2013 REPUBLIC OF PANAMA' SECRETARIAT NACIONAL DE CIENClA, TECNOLOGIA E INNOVACION Administrative Resolution"
97,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,7,"The NATIONAL SECRETARY OF THE NATIONAL SECRETARIAT OF SCIENCE, TECHNOLOGY AND INNOVATION, ( SENACYT ) In use of its legal powers, CONSIDERING That article 15 gives Lay 13 of April 15 1997 modified by Law 50 of December 21, 2005 and Law 55 of December 14"
98,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,7," Creates the 1st Sccretan'a Nacional de Ciencia, Tecnologia c Innovation, ( SENACYT ) and empowers the National Secretary of said, insti- tution to ensure that compliance with the objectives and functions of SENACYT, as well as direct and control the good progress of the institution That in the National Strategic Plan for Science and Technology ( PENCYT 2010-2014 ) promoted by the Gahinete Council through the Cabinet Resolution 215 of December 10 2010, is plasma the need to detect and track young people with academic talent That, according to studies, approximately ten percent ( 10 % ) of The country's population cs academically, talented and 5 distributes homogenously in the population"
99,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,7,Taking it in the field
100,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,7," The 1st Republic of Panama currently has thousands of children and young people who need to be seen for the purpose of empowering and developing their existing academic skills or polen That, through the Multiphase Program of Technological Transformation Phase, I partially financed by the Inter-American Development Bank"
101,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,7," Idb ) was designed between SENACYT and the University of Panama, with the support of the Educational Program for Children with Academic Talent of the University Catlica de Chile, ( PENTA, UC ), a program for children and young people with academic talent That on March 27, 2013 SENACYT And the University of Panama signed an Agreement of Cooperation for the development of the Inter-institutional Follow-up Program, of'I'alento ( PISTA, ) "
102,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,7,"with, the objective of detecting developing and supervising children and young people with the academic country through an extracurricular enrichment program of comprehensive training That to launch The Talenlo Interinstitutional Follow-up Program, ( TRACK ), is necessary, approve a regulation that establishes the objectives and content of the program"
103,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,7," The Procedure for identification, selection and participation of students, RESOLVES: "
104,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,7,"Article One APPROVE the Regime of the Program: `` Program'' Interinstitutional of Academic Writing, ( PISTA, ) ``, whose texm is continuation; Regulation of the Inter-institutional Academic Talent Program, ( PlS'I'A, ), Capituln, I"
105,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,7,"Model de Gesti, fi, n Articulo I"
106,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,7,The focus of the program is ( 131 ) nion and young people with proven academic talent with To develop and stimulate your existing and potential skills
107,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,7,Vision of the Program - 
108,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,7,"It is hoped to develop the academic talcum potential in children and young Panamanians that, due to their Normal educational contexts, do not deal with the opportunities they require to develop their academic potential"
109,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,7," We seek to deepen learning in an innovative way, cultivating in them the passion for the knowledge and forming leaders in diverse nerves"
110,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,8,"Official Digital Gazette Friday May 17 2013 { gsofucidnfltfmimlmatiw Wu 3, 3"
111,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,8,Q ) 2 _a'e W ( 122on 
112,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,8,"Objective of the program, "
113,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,8,"The objective of the program is to detect, develop and monitor children and young Panamanians with academic memorandum ( through an Integral Format: extracurricular enrichment program, Article 4"
114,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,8,"Specific objectives, The specific objectives of the Program are [ To train, talented children and young people academically through a rigorous process"
115,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,8," Nominacir'M and selection 2'Run an extracurricular program that provides integral training to children and young people, talented in order to develop their potential, providing more in-depth content and complexity that those offered in their formal contexts using inductive, melodologies, active and innovative in an environment that is passionate for Knowledge and investigation Provide academic and psycho-social follow-up to the program participants during the development of the program, and once it has finished with the aim of vcri fi ca"
116,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,8, Its impact Generates scientific knowledge about the dilemma of academic talent' 5 Create a public discussion space that addresses and attends academic talent
117,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,8,"Objective of the regulation, "
118,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,8,"This regulation establishes the rules for the start-up and development of the Program, Inter-institutional Monitoring of Talent, ( TRACK ) in order to translate 105 guidelines for the management of the program, its financing and the process of nomination and selection, development and scguimiemo of 105 talented young people"
119,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,8,Participation in the Program 
120,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,8,The program is open to children and young people who have academic potential
121,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,8," Proven'This is children and young people who demonstrate an intellectual ability to an aptitude academic, speci, fi, cation, signi fi cantly superior to their peers"
122,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,8, These children and young people have specific characteristics that distinguish them and that must be attended to
123,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,8, in a special way in order to develop this talent and get it to kill itself
124,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,8, Sucessful and successful performance
125,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,8,The program will offer curses and workshops of different themes
126,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,8," Organized semiannually, accurt, a1 academic calendar of the University of Panama"
127,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,8,The class will be held in two days
128,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,8," An intensive modality, will also be taught"
129,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,8," During the summer period, L05 participants will be from official schools and individuals of the Republic of Panama"
130,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,8, This program provide extracurricular care for children and young people from a defined academic level
131,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,8, The curses dictated present knowledge related to the scientific disciplines
132,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,8," They seek insurex the integral development of the students, developing complementary habi, fi, dades L05 courses and lectures are dictated by high level"
133,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,8," Academics, altarneme motivadns enthusiasts of the education and specialists in 1213"
134,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,8, Areas of curses and workshops TRACK will propose and assign the courses and workshops of agreement to availability and priority of the options of the participants
135,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,8,Participants make a selection of courses and workshops in which are interested
136,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,8," According to the academic offer, The students will be permanently accompanied by a student coordinator, who will mission to ensure the welfare and learning of students and is the link between the program, the students, family and students during the period of pa, fi icipation of the student in The program At the end of each semester, teachers and students will be evaluated"
137,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,8,"The, profcsores will be evaluated by the student coordinator, teacher coordinmlor and the student"
138,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,9," N0 27289-A Official Digital Gazette Friday May 17, 2013 Rgxolucidnfilfiuinktmtiua Wu 5, 3"
139,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,9,Nfe_-2 e & m_ms 
140,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,9,Evaluated by the teacher and monitored by the student coordinator in order to provide the support last the program Product of the evaluations made by the Evaluation Committee of TRACK to the students these are You can continue your participation in the following years
141,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,9,"In those cases in which the Student does not reach the minimum standard required e Evaluation Committee will determine if the student can continue in the program, or you can do so through a letter of commitment"
142,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,9,"signing in conjunct with your attendance, in which you indicate your intention to improve your performance in the next Semester"
143,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,9," same, I must be approved by signature by the coordinator, Article 8"
144,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,9,"Senacyt will be the entity in charge of the administrative and financial management of the program, as well as 6 ] operational components"
145,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,9, This includes student coordination and the communication component In the operative part SENACYT
146,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,9, I will be in charge of Conduct the call for the detection of potential participants to the program Publicize
147,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,9, The program Facilitate the selection process for students Supervise the academic and curricular plani fi cation Review
